Date,No.,N / S,C / Rn,C / Rs,C / R,Wolf,                                                       Notes
15 Dec 1860,886,S,,29,,,Single group today.
15 Dec 1860,887,N,13,,,,
15 Dec 1860,889,N,13,,,,
15 Dec 1860,890,N,11,,,,
15 Dec 1860,888,S,,28,,,Sequence shows 2 groups today.
15 Dec 1860,891,N,11,,105,91,
17 Dec 1860,886,S,,11,,,Close to limb. Single measure.
17 Dec 1860,888,S,,24,,,See note for 15 Dec.
17 Dec 1860,889,N,11,,,,
17 Dec 1860,890,N,11,,,,
17 Dec 1860,887,N,14,,,,
17 Dec 1860,891,N,11,,82,46,
18 Dec 1860,888,S,,12,,,
18 Dec 1860,889,N,13,,,,
18 Dec 1860,890,N,11,,,,
18 Dec 1860,887,N,12,,,,
18 Dec 1860,891,N,13,,,,
18 Dec 1860,893,S,,13,74,33,
19 Dec 1860,889,N,14,,,,
19 Dec 1860,890,N,11,,,,
19 Dec 1860,893,S,,21,,,
19 Dec 1860,892,S,,14,,,
19 Dec 1860,887,N,11,,,,
19 Dec 1860,891,N,13,,,,
19 Dec 1860,895,S,,11,,,
19 Dec 1860,894,N,13,,,,
19 Dec 1860,896,N,13,,121,36,???
20 Dec 1860,889,N,11,,,,
20 Dec 1860,890,N,11,,,,
20 Dec 1860,893,S,,19,,,
20 Dec 1860,892,S,,21,,,
20 Dec 1860,894,N,20,,,,
20 Dec 1860,895,S,,16,,,
20 Dec 1860,896,N,18,,116,91,
24 Dec 1860,893,S,,19,,,
24 Dec 1860,892,S,,11,,,
24 Dec 1860,891,N,15,,,,
24 Dec 1860,895,S,,15,,,
24 Dec 1860,894,N,18,,,,
24 Dec 1860,897,S,,11,,,
24 Dec 1860,896,N,17,,,,
24 Dec 1860,899,N,18,,124,121,
26 Dec 1860,893,S,,14,,,
26 Dec 1860,895,S,,11,,,Not on sequence. Single measure.
26 Dec 1860,894,N,12,,,,
26 Dec 1860,897,S,,12,,,
26 Dec 1860,896,N,14,,,,
26 Dec 1860,898,S,,12,,,No sequence. Two measures today.
26 Dec 1860,900,S,,13,,,"Observed once. Single measure, but rotation chart shows 3 spots."
26 Dec 1860,899,N,29,,117,73,
,,,,,,,"Rn = 74.5, Rs = 53.2, R = 127.7."
2 Jan 1861,898,S,,11,,,One measure. No sequence.
2 Jan 1861,899,N,24,,,,
2 Jan 1861,901,S,,18,,,
2 Jan 1861,902,S,,12,,,
2 Jan 1861,903,N,23,,,,"Sequence shows 2 small spots for 1 Jan, but not ob on that day. See C's measures."
2 Jan 1861,905,S,,11,,,
2 Jan 1861,904,N,16,,115,60,
3 Jan 1861,901,S,,14,,,
3 Jan 1861,902,S,,11,,,
3 Jan 1861,899,N,13,,,,
3 Jan 1861,903,N,12,,,,Allocation of individual spots between today and tomorrow's ob difficult.
3 Jan 1861,905,S,,12,,,
3 Jan 1861,904,N,11,,,,
3 Jan 1861,906,N,12,,85,73,
4 Jan 1861,901,S,,19,,,
4 Jan 1861,902,S,,11,,,
4 Jan 1861,899,N,12,,,,
4 Jan 1861,903,N,16,,,,
4 Jan 1861,904,N,16,,,,
4 Jan 1861,906,N,12,,,,
4 Jan 1861,905,S,,16,,,
4 Jan 1861,907,S,,12,114,55,
6 Jan 1861,903,N,15,,,,
6 Jan 1861,905,S,,28,,,
6 Jan 1861,907,S,,15,,,
6 Jan 1861,904,N,20,,,,
6 Jan 1861,908,N,11,,89,67,
7 Jan 1861,903,N,11,,,,
7 Jan 1861,905,S,,31,,,
7 Jan 1861,907,S,,14,,,
7 Jan 1861,904,N,18,,,,
7 Jan 1861,906,N,12,,,,
7 Jan 1861,908,N,11,,97,51,
8 Jan 1861,905,S,,33,,,
8 Jan 1861,904,N,18,,,,
8 Jan 1861,907,S,,14,,,
8 Jan 1861,908,N,11,,76,59,
9 Jan 1861,905,S,,36,,,
9 Jan 1861,904,N,11,,,,
9 Jan 1861,907,S,,21,,,
9 Jan 1861,908,N,16,,,,
9 Jan 1861,909,S,,17,101,85,
16 Jan 1861,908,N,13,,,,
16 Jan 1861,909,S,,16,,,
16 Jan 1861,910,N,23,,,,Only observed today. Rotation chart shows what I assess to be 2 groups.
16 Jan 1861,911,S,,18,70,64,
26 Jan 1861,911,S,,11,,,
26 Jan 1861,914,S,,34,,,
26 Jan 1861,913,N,29,,,,
26 Jan 1861,916,S,,14,,,
26 Jan 1861,915,N,17,,105,79,
27 Jan 1861,911,S,,11,,,
27 Jan 1861,914,S,,31,,,
27 Jan 1861,913,N,27,,,,
27 Jan 1861,915,N,16,,,,
27 Jan 1861,916,S,,19,104,79,
28 Jan 1861,914,S,,26,,,
28 Jan 1861,912,S,,12,,,
28 Jan 1861,913,N,26,,,,
28 Jan 1861,915,N,17,,,,"Treated as one group, but see sequence."
28 Jan 1861,916,S,,14,95,99,
29 Jan 1861,912,S,,13,,,
29 Jan 1861,914,S,,23,,,
29 Jan 1861,913,N,21,,,,
29 Jan 1861,915,N,17,,,,See preceding note.
29 Jan 1861,916,S,,18,92,40,
31 Jan 1861,913,N,13,,,,
31 Jan 1861,914,S,,16,,,
31 Jan 1861,915,N,13,,,,
31 Jan 1861,920,S,,11,,,
31 Jan 1861,918,N,11,,64,60,
,,,,,,,"Rn = 43.4, Rs = 49.5, R = 92.8."
2 Feb 1861,918,N,11,,,,
2 Feb 1861,919,N,12,,23,29,
4 Feb 1861,920,S,,14,14,30,
7 Feb 1861,917,S,,12,,,Shown as two dots on preceding rotation chart. Observed once only.
7 Feb 1861,919,N,19,,,,
7 Feb 1861,920,S,,19,,,
7 Feb 1861,921,S,,17,67,16,
10 Feb 1861,921,S,,21,,,
10 Feb 1861,922,S,,13,,,Observed once only. Rotation chart shows 3 spots + penumbral patch.
10 Feb 1861,923,N,30,,,,
10 Feb 1861,924,N,16,,,,
10 Feb 1861,927,S,,11,91,66,
12 Feb 1861,921,S,,14,,,
12 Feb 1861,923,N,16,,,,
12 Feb 1861,927,S,,17,,,
12 Feb 1861,924,N,24,,,,
12 Feb 1861,925,S,,27,,,"Clearly two separate groups. C: ""A group A and detached spot B""."
12 Feb 1861,926,N,12,,110,76,
17 Feb 1861,924,N,19,,,,
17 Feb 1861,925,S,,32,,,See preceding note.
17 Feb 1861,928,S,,18,,,
17 Feb 1861,927,S,,18,,,
17 Feb 1861,926,N,11,,,,
17 Feb 1861,931,S,,11,,,
17 Feb 1861,929,N,12,,,,Shown on rotation chart only.
17 Feb 1861,930,N,29,,150,115,"Counted as two groups, and so noted by C."
26 Feb 1861,931,S,,17,,,
26 Feb 1861,930,N,16,,,,Now one group only.
26 Feb 1861,932,N,30,,,,
26 Feb 1861,936,N,25,,88,79,Counted as two groups. See C's note.
27 Feb 1861,931,S,,12,,,
27 Feb 1861,930,N,18,,,,
27 Feb 1861,932,N,35,,,,Difficult to count from C's drawing.
27 Feb 1861,936,N,27,,92,80,See previous note about these groups.
28 Feb 1861,931,S,,11,,,
28 Feb 1861,930,N,15,,,,
28 Feb 1861,932,N,24,,,,See earlier note.
28 Feb 1861,933,N,20,,,,
28 Feb 1861,934,S,,14,,,
28 Feb 1861,936,N,31,,,,Still two gropus.
28 Feb 1861,935,N,11,,,,Shown on rotation chart only.
28 Feb 1861,937,S,,12,138,105,"Large, 'tri-polar' group, which I count as one."
,,,,,,,"Rn = 51.4, Rs = 34.4, R = 85.9. "
3 Mar 1861,934,S,,15,,,
3 Mar 1861,932,N,11,,,,V. close to limb. Single measure after end of sequence of drawings.
3 Mar 1861,933,N,33,,,,
3 Mar 1861,936,N,58,,,,Two groups. See earlier notes.
3 Mar 1861,937,S,,21,,,See earlier note.
3 Mar 1861,938,S,,14,152,82,
4 Mar 1861,933,N,22,,,,
4 Mar 1861,934,S,,11,,,
4 Mar 1861,936,N,58,,,,See earlier notes.
4 Mar 1861,937,S,,21,,,
4 Mar 1861,938,S,,13,125,139,
7 Mar 1861,936,N,59,,,,Now two groups (see earlier notes).
7 Mar 1861,937,S,,21,,,
7 Mar 1861,938,S,,12,,,
7 Mar 1861,940,S,,16,108,121,
9 Mar 1861,936,N,29,,,,See earlier notes.
9 Mar 1861,937,S,,11,,,
9 Mar 1861,938,S,,13,,,
9 Mar 1861,940,S,,12,,,
9 Mar 1861,942,S,,17,82,91,
10 Mar 1861,937,S,,11,,,
10 Mar 1861,936,N,11,,,,No sequence drawing today (group on limb). One measure only.
10 Mar 1861,938,S,,16,,,
10 Mar 1861,939,S,,22,,,
10 Mar 1861,940,S,,27,,,Counted as two groups (see C's sequence drawing).
10 Mar 1861,941,N,19,,,,
10 Mar 1861,942,S,,16,122,88,
11 Mar 1861,937,S,,12,,,
11 Mar 1861,938,S,,15,,,
11 Mar 1861,939,S,,19,,,
11 Mar 1861,940,S,,11,,,
11 Mar 1861,941,N,34,,,,
11 Mar 1861,942,S,,11,,,
11 Mar 1861,944,S,,16,118,101,
12 Mar 1861,938,S,,13,,,
12 Mar 1861,939,S,,17,,,
12 Mar 1861,940,S,,12,,,
12 Mar 1861,941,N,24,,,,Difficult to count from sequence drawing.
12 Mar 1861,944,S,,12,,,[High latitude spot.]
12 Mar 1861,946,S,,11,89,73,
13 Mar 1861,938,S,,14,,,
13 Mar 1861,939,S,,12,,,
13 Mar 1861,940,S,,20,,,
13 Mar 1861,941,N,27,,,,
13 Mar 1861,944,S,,12,,,
13 Mar 1861,946,S,,14,99,82,
14 Mar 1861,938,S,,16,,,
14 Mar 1861,939,S,,18,,,
14 Mar 1861,940,S,,21,,,
14 Mar 1861,941,N,25,,,,
14 Mar 1861,944,S,,12,,,
14 Mar 1861,943,N,12,,,,
14 Mar 1861,946,S,,16,120,65,
15 Mar 1861,940,S,,19,,,
15 Mar 1861,941,N,29,,,,
15 Mar 1861,943,N,15,,,,
15 Mar 1861,944,S,,12,,,
15 Mar 1861,946,S,,17,,,
15 Mar 1861,947,S,,12,,,"C: ""Two separate groups"". Not so today, but second group appears on next ob."
15 Mar 1861,949,S,,12,116,73,
18 Mar 1861,946,S,,16,,,
18 Mar 1861,945,N,11,,,,Observed once only. Rotation chart shows a single small spot.
18 Mar 1861,947,S,,27,,,Two groups today (see earlier note).
18 Mar 1861,949,S,,11,,,
18 Mar 1861,950,N,11,,,,
18 Mar 1861,951,N,11,,87,55,V. close to limb. Precedes drawing sequence. One measure only today.
21 Mar 1861,946,S,,11,,,
21 Mar 1861,947,S,,16,,,The p group has disappeared. Only the f group remains. See earlier notes.
21 Mar 1861,948,N,19,,,,
21 Mar 1861,949,S,,11,,,
21 Mar 1861,950,N,12,,,,
21 Mar 1861,951,N,36,,,,"C: ""A normal spot and a large group"". I see a spot and two groups (so counted)."
21 Mar 1861,952,S,,11,116,94,
22 Mar 1861,946,S,,11,,,
22 Mar 1861,947,S,,11,,,
22 Mar 1861,948,N,18,,,,
22 Mar 1861,949,S,,11,,,
22 Mar 1861,950,N,11,,,,
22 Mar 1861,951,N,37,,,,See earlier notes.
22 Mar 1861,952,S,,11,,,
22 Mar 1861,953,N,11,,121,85,"This ob recorded alongside 23 Mar, but clearly relates to 22 Mar. One measure."
23 Mar 1861,947,S,,11,,,
23 Mar 1861,949,S,,12,,,
23 Mar 1861,951,N,39,,,,See earlier notes.
23 Mar 1861,952,S,,12,,,
23 Mar 1861,953,N,13,,87,86,[Misprint in drawing sequence?]
24 Mar 1861,949,S,,11,,,
24 Mar 1861,951,N,35,,,,See earlier notes.
24 Mar 1861,952,S,,11,,,
24 Mar 1861,953,N,14,,,,
24 Mar 1861,954,N,12,,83,105,"No sequence. Close to limb. One measure, but rotation drawing shows 2 umbrae."
,,,,,,,"Rn = 50.4, Rs = 57.9, R = 108.3."
